Date,Unemployment Rate,Unemployment Rate - Men,Unemployment Rate - Women,Labor Force - Men,Labor Force - Women
1992-06-01,7.8,8.3,7.3,70240.0,58219.0
1992-07-01,7.7,8.0,7.3,70165.0,58398.0
1992-08-01,7.6,8.0,7.2,70223.0,58390.0
1992-09-01,7.6,8.0,7.2,70229.0,58272.0
1992-10-01,7.3,7.8,6.8,69989.0,58037.0
1992-11-01,7.4,7.8,7.0,70115.0,58326.0
1992-12-01,7.4,7.6,7.2,70069.0,58485.0
1993-01-01,7.3,7.4,7.0,70060.0,58340.0
1993-02-01,7.1,7.4,6.9,70133.0,58325.0
1993-03-01,7.0,7.5,6.5,70298.0,58300.0
1993-04-01,7.1,7.4,6.7,70188.0,58396.0
1993-05-01,7.1,7.3,6.8,70453.0,58811.0
1993-06-01,7.0,7.4,6.7,70597.0,58814.0
1993-07-01,6.9,7.2,6.5,70625.0,58772.0
1993-08-01,6.8,7.1,6.4,70703.0,58916.0
1993-09-01,6.7,7.0,6.4,70354.0,58914.0
1993-10-01,6.8,6.9,6.5,70468.0,59105.0
1993-11-01,6.6,6.7,6.5,70438.0,59273.0
1993-12-01,6.5,6.6,6.4,70412.0,59529.0
1994-01-01,6.6,6.8,6.4,70724.0,59872.0
1994-02-01,6.6,6.7,6.4,70601.0,60068.0
1994-03-01,6.5,6.5,6.5,70452.0,59948.0
1994-04-01,6.4,6.4,6.3,70481.0,60140.0
1994-05-01,6.1,6.1,6.0,70494.0,60285.0
1994-06-01,6.1,6.1,6.1,70484.0,60077.0
1994-07-01,6.1,6.3,5.9,70599.0,60053.0
1994-08-01,6.0,6.1,6.0,70891.0,60384.0
1994-09-01,5.9,5.8,5.9,70920.0,60501.0
1994-10-01,5.8,5.8,5.7,71221.0,60523.0
1994-11-01,5.6,5.6,5.6,71276.0,60615.0
1994-12-01,5.5,5.5,5.5,71518.0,60433.0
1995-01-01,5.6,5.6,5.6,71466.0,60572.0
1995-02-01,5.4,5.4,5.5,71484.0,60631.0
1995-03-01,5.4,5.3,5.5,71467.0,60641.0
1995-04-01,5.8,5.6,5.9,71501.0,61089.0
1995-05-01,5.6,5.8,5.5,71132.0,60719.0
1995-06-01,5.6,5.6,5.7,71308.0,60641.0
1995-07-01,5.7,5.6,5.8,71267.0,61076.0
1995-08-01,5.7,5.7,5.6,71290.0,61046.0
1995-09-01,5.6,5.6,5.7,71530.0,61081.0
1995-10-01,5.5,5.4,5.7,71358.0,61358.0
1995-11-01,5.6,5.7,5.5,71276.0,61338.0
1995-12-01,5.6,5.7,5.5,71360.0,61151.0
1996-01-01,5.6,5.6,5.8,71418.0,61198.0
1996-02-01,5.5,5.6,5.4,71707.0,61245.0
1996-03-01,5.5,5.6,5.3,71824.0,61356.0
1996-04-01,5.6,5.6,5.5,71880.0,61529.0
1996-05-01,5.6,5.6,5.5,72067.0,61600.0
1996-06-01,5.3,5.3,5.3,72113.0,61584.0
1996-07-01,5.5,5.5,5.4,72349.0,61935.0
1996-08-01,5.1,5.0,5.3,72078.0,61976.0
1996-09-01,5.2,5.2,5.2,72302.0,62213.0
1996-10-01,5.2,5.1,5.4,72503.0,62418.0
1996-11-01,5.4,5.3,5.4,72383.0,62624.0
1996-12-01,5.4,5.0,5.7,72403.0,62710.0
1997-01-01,5.3,5.3,5.3,72876.0,62580.0
1997-02-01,5.2,5.1,5.4,72864.0,62536.0
1997-03-01,5.2,5.1,5.2,73076.0,62815.0
1997-04-01,5.1,5.1,5.0,73162.0,62854.0
1997-05-01,4.9,4.6,5.2,73179.0,62940.0
1997-06-01,5.0,5.0,5.0,73270.0,62941.0
1997-07-01,4.9,4.8,5.0,73259.0,63218.0
1997-08-01,4.8,4.8,4.9,73396.0,63222.0
1997-09-01,4.9,4.7,5.0,73340.0,63335.0
1997-10-01,4.7,4.7,4.7,73436.0,63197.0
1997-11-01,4.6,4.6,4.7,73688.0,63273.0
1997-12-01,4.7,4.7,4.8,73560.0,63595.0
1998-01-01,4.6,4.5,4.8,73600.0,63495.0
1998-02-01,4.6,4.5,4.8,73597.0,63516.0
1998-03-01,4.7,4.6,4.8,73615.0,63621.0
1998-04-01,4.3,4.1,4.6,73721.0,63429.0
1998-05-01,4.4,4.3,4.5,73867.0,63506.0
1998-06-01,4.5,4.4,4.6,73904.0,63552.0
1998-07-01,4.5,4.6,4.5,74068.0,63519.0
1998-08-01,4.5,4.4,4.6,73803.0,63766.0
1998-09-01,4.6,4.6,4.6,74240.0,64045.0
1998-10-01,4.5,4.4,4.7,74245.0,64033.0
1998-11-01,4.4,4.3,4.6,74391.0,63990.0
1998-12-01,4.4,4.3,4.4,74424.0,64210.0
1999-01-01,4.3,4.2,4.4,74423.0,64580.0
1999-02-01,4.4,4.3,4.5,74390.0,64578.0
1999-03-01,4.2,3.9,4.4,74185.0,64545.0
1999-04-01,4.3,4.1,4.6,74203.0,64755.0
1999-05-01,4.2,4.2,4.2,74452.0,64655.0
1999-06-01,4.3,4.2,4.4,74460.0,64868.0
1999-07-01,4.3,4.2,4.5,74562.0,64877.0
1999-08-01,4.2,4.1,4.3,74502.0,64928.0
1999-09-01,4.2,4.1,4.4,74619.0,65003.0
1999-10-01,4.1,4.1,4.1,74677.0,65094.0
1999-11-01,4.1,4.0,4.2,74748.0,65278.0
1999-12-01,4.0,4.0,4.1,74949.0,65228.0
2000-01-01,4.0,3.9,4.1,76136.0,66131.0
2000-02-01,4.1,4.1,4.1,76383.0,66074.0
2000-03-01,4.0,3.8,4.3,76162.0,66272.0
2000-04-01,3.8,3.7,4.0,76163.0,66588.0
2000-05-01,4.0,3.9,4.2,76102.0,66287.0
2000-06-01,4.0,3.8,4.1,76252.0,66339.0
2000-07-01,4.0,3.9,4.2,76037.0,66241.0
2000-08-01,4.1,3.9,4.3,76439.0,66075.0
2000-09-01,3.9,3.9,4.0,76238.0,66279.0
2000-10-01,3.9,3.9,3.9,76304.0,66318.0
2000-11-01,3.9,3.9,4.0,76498.0,66464.0
2000-12-01,3.9,4.0,3.8,76643.0,66606.0
2001-01-01,4.2,4.2,4.1,76955.0,66845.0
2001-02-01,4.2,4.3,4.2,76838.0,66863.0
2001-03-01,4.3,4.3,4.2,76810.0,67114.0
2001-04-01,4.4,4.5,4.3,76883.0,66687.0
2001-05-01,4.3,4.4,4.2,76670.0,66648.0
2001-06-01,4.5,4.6,4.4,76676.0,66681.0
2001-07-01,4.6,4.6,4.5,76844.0,66809.0
2001-08-01,4.9,5.0,4.8,76677.0,66607.0
2001-09-01,5.0,4.9,5.0,77139.0,66850.0
2001-10-01,5.3,5.4,5.2,77111.0,66974.0
2001-11-01,5.5,5.7,5.4,77110.0,67131.0
2001-12-01,5.7,5.8,5.7,77205.0,67100.0
2002-01-01,5.7,5.8,5.5,76994.0,66889.0
2002-02-01,5.7,5.8,5.5,77253.0,67400.0
2002-03-01,5.7,5.9,5.6,77240.0,67240.0
2002-04-01,5.9,6.0,5.9,77390.0,67335.0
2002-05-01,5.8,5.8,5.7,77750.0,67188.0
2002-06-01,5.8,6.0,5.6,77543.0,67264.0
2002-07-01,5.8,5.9,5.7,77554.0,67249.0
2002-08-01,5.7,5.9,5.5,77601.0,67409.0
2002-09-01,5.7,5.9,5.5,77981.0,67571.0
2002-10-01,5.7,5.8,5.6,77707.0,67608.0
2002-11-01,5.9,6.1,5.6,77489.0,67551.0
2002-12-01,6.0,6.2,5.7,77474.0,67593.0
2003-01-01,5.8,6.2,5.4,77746.0,68191.0
2003-02-01,5.9,6.1,5.6,78037.0,68063.0
2003-03-01,5.9,6.1,5.7,77743.0,68279.0
2003-04-01,6.0,6.4,5.7,78155.0,68320.0
2003-05-01,6.1,6.4,5.7,78150.0,68350.0
2003-06-01,6.3,6.7,5.9,78335.0,68721.0
2003-07-01,6.2,6.6,5.7,78204.0,68281.0
2003-08-01,6.1,6.3,5.8,78106.0,68339.0
2003-09-01,6.1,6.4,5.8,78533.0,67997.0
2003-10-01,6.0,6.2,5.7,78471.0,68245.0
2003-11-01,5.8,6.2,5.4,78744.0,68255.0
2003-12-01,5.7,5.8,5.6,78683.0,68046.0
2004-01-01,5.7,5.7,5.7,78860.0,67982.0
2004-02-01,5.6,5.6,5.5,78486.0,68222.0
2004-03-01,5.8,5.8,5.8,78548.0,68396.0
2004-04-01,5.6,5.7,5.4,78537.0,68313.0
2004-05-01,5.6,5.8,5.4,78627.0,68438.0
2004-06-01,5.6,5.7,5.6,78926.0,68534.0
2004-07-01,5.5,5.5,5.5,79150.0,68542.0
2004-08-01,5.4,5.6,5.2,79214.0,68350.0
2004-09-01,5.4,5.6,5.2,79078.0,68337.0
2004-10-01,5.5,5.6,5.3,79303.0,68490.0
2004-11-01,5.4,5.5,5.2,79582.0,68580.0
2004-12-01,5.4,5.5,5.1,79364.0,68696.0
2005-01-01,5.3,5.4,5.1,79215.0,68814.0
2005-02-01,5.4,5.5,5.3,79516.0,68848.0
2005-03-01,5.2,5.3,5.1,79609.0,68782.0
2005-04-01,5.2,5.1,5.2,79871.0,69055.0
2005-05-01,5.1,5.0,5.2,80029.0,69231.0
2005-06-01,5.0,5.0,5.1,80091.0,69147.0
2005-07-01,5.0,4.9,5.1,80138.0,69294.0
2005-08-01,4.9,4.9,4.9,80397.0,69381.0
2005-09-01,5.0,5.0,5.1,80286.0,69667.0
2005-10-01,5.0,4.8,5.1,80236.0,69765.0
2005-11-01,5.0,5.0,5.1,80365.0,69701.0
2005-12-01,4.9,4.8,4.9,80394.0,69636.0
2006-01-01,4.7,4.6,4.8,80648.0,69566.0
2006-02-01,4.8,4.8,4.8,80893.0,69748.0
2006-03-01,4.7,4.7,4.7,81099.0,69714.0
2006-04-01,4.7,4.7,4.7,81091.0,69790.0
2006-05-01,4.6,4.7,4.5,81159.0,69910.0
2006-06-01,4.6,4.6,4.6,81106.0,70248.0
2006-07-01,4.7,4.7,4.7,80898.0,70479.0
2006-08-01,4.7,4.7,4.6,81273.0,70443.0
2006-09-01,4.5,4.4,4.7,81437.0,70226.0
2006-10-01,4.4,4.4,4.4,81539.0,70502.0
2006-11-01,4.5,4.5,4.5,81756.0,70650.0
2006-12-01,4.4,4.5,4.4,82014.0,70717.0
2007-01-01,4.6,4.7,4.5,82258.0,70886.0
2007-02-01,4.5,4.7,4.3,82178.0,70806.0
2007-03-01,4.4,4.5,4.3,82128.0,70923.0
2007-04-01,4.5,4.6,4.4,82078.0,70357.0
2007-05-01,4.4,4.6,4.3,82014.0,70656.0
2007-06-01,4.6,4.7,4.4,82113.0,70928.0
2007-07-01,4.7,4.7,4.6,81997.0,71057.0
2007-08-01,4.6,4.7,4.6,81775.0,70974.0
2007-09-01,4.7,4.8,4.5,82074.0,71340.0
2007-10-01,4.7,4.8,4.6,82059.0,71124.0
2007-11-01,4.7,4.8,4.6,82448.0,71386.0
2007-12-01,5.0,5.1,4.9,82482.0,71436.0
2008-01-01,5.0,5.2,4.8,82617.0,71446.0
2008-02-01,4.9,5.0,4.7,82347.0,71306.0
2008-03-01,5.1,5.2,5.0,82357.0,71551.0
2008-04-01,5.0,5.2,4.8,82267.0,71502.0
2008-05-01,5.4,5.6,5.2,82500.0,71802.0
2008-06-01,5.6,5.8,5.3,82520.0,71793.0
2008-07-01,5.8,6.2,5.3,82755.0,71714.0
2008-08-01,6.1,6.3,5.9,82575.0,72066.0
2008-09-01,6.1,6.7,5.5,82730.0,71839.0
2008-10-01,6.5,7.1,5.9,82781.0,72096.0
2008-11-01,6.8,7.4,6.2,82599.0,72039.0
2008-12-01,7.3,8.0,6.5,82508.0,72147.0
2009-01-01,7.8,8.6,7.0,82270.0,71940.0
2009-02-01,8.3,9.2,7.3,82338.0,72201.0
2009-03-01,8.7,9.7,7.6,81976.0,72157.0
2009-04-01,9.0,10.1,7.6,82368.0,72141.0
2009-05-01,9.4,10.6,8.0,82548.0,72199.0
2009-06-01,9.5,10.6,8.3,82393.0,72323.0
2009-07-01,9.5,10.5,8.3,82250.0,72252.0
2009-08-01,9.6,10.7,8.3,82245.0,72061.0
2009-09-01,9.8,10.9,8.5,82043.0,71784.0
2009-10-01,10.0,11.1,8.7,82043.0,71741.0
2009-11-01,9.9,11.0,8.6,81965.0,71913.0
2009-12-01,9.9,10.9,8.7,81503.0,71609.0
2010-01-01,9.8,11.0,8.4,81614.0,71870.0
2010-02-01,9.8,10.9,8.6,81719.0,71976.0
2010-03-01,9.9,10.9,8.7,82035.0,71919.0
2010-04-01,9.9,10.9,8.8,82518.0,72104.0
2010-05-01,9.6,10.4,8.8,82069.0,72021.0
2010-06-01,9.4,10.4,8.3,81891.0,71725.0
2010-07-01,9.4,10.3,8.5,81992.0,71698.0
2010-08-01,9.5,10.3,8.6,82181.0,71905.0
2010-09-01,9.5,10.2,8.6,82039.0,71936.0
2010-10-01,9.4,10.1,8.7,81762.0,71873.0
2010-11-01,9.8,10.5,9.0,81980.0,72144.0
2010-12-01,9.3,10.0,8.5,81814.0,71835.0
2011-01-01,9.1,9.7,8.5,81682.0,71581.0
2011-02-01,9.0,9.5,8.5,81760.0,71455.0
2011-03-01,9.0,9.5,8.4,81709.0,71667.0
2011-04-01,9.1,9.6,8.5,81831.0,71711.0
2011-05-01,9.0,9.5,8.5,81897.0,71582.0
2011-06-01,9.1,9.6,8.5,81897.0,71449.0
2011-07-01,9.0,9.5,8.4,81788.0,71500.0
2011-08-01,9.0,9.4,8.5,82077.0,71683.0
2011-09-01,9.0,9.3,8.7,82168.0,71963.0
2011-10-01,8.8,9.2,8.4,82115.0,71846.0
2011-11-01,8.6,8.9,8.3,82361.0,71767.0
2011-12-01,8.5,8.7,8.3,82415.0,71580.0
2012-01-01,8.3,8.4,8.2,82035.0,72347.0
2012-02-01,8.3,8.4,8.1,82081.0,72590.0
2012-03-01,8.2,8.4,8.0,82131.0,72618.0
2012-04-01,8.2,8.3,8.0,82112.0,72432.0
2012-05-01,8.2,8.4,7.9,82291.0,72575.0
2012-06-01,8.2,8.4,7.9,82395.0,72687.0
2012-07-01,8.2,8.3,8.0,82365.0,72584.0
2012-08-01,8.1,8.3,7.8,82158.0,72605.0
2012-09-01,7.8,8.0,7.6,82440.0,72720.0
2012-10-01,7.8,7.9,7.6,82705.0,72849.0
2012-11-01,7.7,7.9,7.6,82555.0,72783.0
2012-12-01,7.9,7.9,7.9,82620.0,73008.0
2013-01-01,8.0,8.2,7.8,82972.0,72791.0
2013-02-01,7.7,7.8,7.6,82651.0,72661.0
2013-03-01,7.5,7.6,7.5,82441.0,72564.0
2013-04-01,7.6,7.8,7.3,82680.0,72715.0
2013-05-01,7.5,7.9,7.1,82793.0,72743.0
2013-06-01,7.5,7.7,7.3,82814.0,72935.0
2013-07-01,7.3,7.7,6.8,82754.0,72845.0
2013-08-01,7.2,7.7,6.7,82657.0,72948.0
2013-09-01,7.2,7.7,6.7,82902.0,72785.0
2013-10-01,7.2,7.5,6.8,82256.0,72417.0
2013-11-01,6.9,7.2,6.7,82664.0,72602.0
2013-12-01,6.7,6.8,6.6,82458.0,72724.0
2014-01-01,6.6,6.8,6.3,82540.0,72812.0
2014-02-01,6.7,6.9,6.4,82348.0,73134.0
2014-03-01,6.7,6.7,6.6,82871.0,73156.0
2014-04-01,6.2,6.4,6.1,82491.0,72878.0
2014-05-01,6.3,6.4,6.2,82613.0,73071.0
2014-06-01,6.1,6.3,5.8,82847.0,72861.0
2014-07-01,6.2,6.2,6.1,83049.0,72958.0
2014-08-01,6.1,6.3,6.0,83161.0,72969.0
2014-09-01,5.9,5.9,6.0,83098.0,72942.0
2014-10-01,5.7,5.6,5.9,83062.0,73355.0
2014-11-01,5.8,5.9,5.8,83149.0,73345.0
2014-12-01,5.6,5.7,5.4,83338.0,72994.0
2015-01-01,5.7,5.8,5.5,83597.0,73432.0
2015-02-01,5.5,5.6,5.3,83453.0,73191.0
2015-03-01,5.4,5.6,5.3,83488.0,73155.0
2015-04-01,5.4,5.5,5.4,83698.0,73363.0
2015-05-01,5.6,5.7,5.5,83949.0,73702.0
2015-06-01,5.3,5.3,5.1,83492.0,73570.0
2015-07-01,5.2,5.2,5.2,83600.0,73397.0
2015-08-01,5.1,5.1,5.0,83615.0,73558.0
2015-09-01,5.0,5.1,5.0,83492.0,73241.0
2015-10-01,5.0,5.1,5.0,83588.0,73579.0
2015-11-01,5.1,5.2,5.0,83574.0,73889.0
2015-12-01,5.0,5.1,4.9,83994.0,74041.0
2016-01-01,4.8,4.8,4.9,84050.0,74230.0
2016-02-01,4.9,4.9,4.8,84460.0,74181.0
2016-03-01,5.0,4.9,5.1,84638.0,74541.0
2016-04-01,5.1,5.1,5.0,84731.0,74410.0
2016-05-01,4.8,4.8,4.8,84430.0,74353.0
2016-06-01,4.9,4.9,4.8,84853.0,74114.0
2016-07-01,4.8,5.0,4.5,84943.0,74252.0
2016-08-01,4.9,5.0,4.8,85036.0,74526.0
2016-09-01,5.0,5.1,4.8,85101.0,74614.0
2016-10-01,4.9,5.0,4.7,84993.0,74611.0
2016-11-01,4.7,4.9,4.6,84886.0,74621.0
2016-12-01,4.7,4.8,4.6,84987.0,74691.0
2017-01-01,4.7,4.7,4.7,84902.0,74718.0
2017-02-01,4.6,4.6,4.6,84976.0,74884.0
2017-03-01,4.4,4.5,4.3,84968.0,75169.0
2017-04-01,4.4,4.4,4.5,85142.0,75203.0
2017-05-01,4.4,4.3,4.4,84953.0,75115.0
2017-06-01,4.3,4.3,4.3,85097.0,75095.0
2017-07-01,4.3,4.4,4.2,85028.0,75434.0
2017-08-01,4.4,4.5,4.3,85231.0,75355.0
2017-09-01,4.3,4.3,4.2,85612.0,75528.0
2017-10-01,4.2,4.3,4.0,85297.0,75012.0
2017-11-01,4.2,4.3,4.1,85227.0,75351.0
2017-12-01,4.1,4.2,4.1,85351.0,75184.0
2018-01-01,4.0,4.1,4.0,85789.0,75209.0
2018-02-01,4.1,4.0,4.1,86165.0,75681.0
2018-03-01,4.0,4.0,4.0,86168.0,75592.0
2018-04-01,4.0,4.1,3.8,86246.0,75564.0
2018-05-01,3.8,4.0,3.6,86252.0,75630.0
2018-06-01,4.0,4.1,3.9,86139.0,76041.0
2018-07-01,3.8,3.8,3.8,85911.0,76377.0
2018-08-01,3.8,3.9,3.8,85827.0,75852.0
2018-09-01,3.7,3.8,3.6,85909.0,76126.0
2018-10-01,3.8,3.9,3.8,86126.0,76399.0
2018-11-01,3.8,3.7,3.8,86239.0,76499.0
2018-12-01,3.9,4.0,3.8,86382.0,76764.0
2019-01-01,4.0,4.0,3.9,86490.0,76582.0
2019-02-01,3.8,3.8,3.8,86402.0,76712.0
2019-03-01,3.8,3.9,3.7,86537.0,76498.0
2019-04-01,3.6,3.8,3.5,86310.0,76332.0
2019-05-01,3.6,3.7,3.6,86483.0,76320.0
2019-06-01,3.6,3.6,3.6,86578.0,76451.0
2019-07-01,3.7,3.7,3.7,86793.0,76678.0
2019-08-01,3.7,3.7,3.6,86753.0,77021.0
2019-09-01,3.5,3.6,3.4,86830.0,77185.0
2019-10-01,3.6,3.7,3.5,86859.0,77477.0
2019-11-01,3.6,3.6,3.6,87119.0,77315.0
2019-12-01,3.6,3.5,3.6,87029.0,77604.0
2020-01-01,3.5,3.5,3.5,86991.0,77488.0
2020-02-01,3.5,3.5,3.4,86970.0,77613.0
2020-03-01,4.4,4.4,4.4,86181.0,76583.0
2020-04-01,14.7,13.5,16.1,83101.0,73258.0
2020-05-01,13.2,12.1,14.5,83904.0,74218.0
2020-06-01,11.0,10.5,11.6,84647.0,75187.0
2020-07-01,10.2,9.7,10.7,84538.0,75477.0
2020-08-01,8.4,8.3,8.6,85211.0,75496.0
2020-09-01,7.9,7.7,8.1,85162.0,74991.0
2020-10-01,6.9,7.0,6.8,85489.0,75345.0
2020-11-01,6.7,7.0,6.4,85181.0,75358.0
2020-12-01,6.7,6.7,6.7,85186.0,75485.0
2021-01-01,6.4,6.4,6.3,85195.0,74989.0
2021-02-01,6.2,6.4,6.1,85122.0,75236.0
2021-03-01,6.0,6.2,5.9,85008.0,75623.0
2021-04-01,6.0,6.2,5.8,85416.0,75562.0
2021-05-01,5.8,6.0,5.5,85307.0,75494.0
2021-06-01,5.9,6.0,5.7,85443.0,75671.0
2021-07-01,5.4,5.6,5.2,85505.0,75870.0
2021-08-01,5.2,5.3,5.0,85656.0,75849.0
2021-09-01,4.7,5.0,4.5,85801.0,75670.0
2021-10-01,4.6,4.5,4.6,85735.0,75874.0
2021-11-01,4.2,4.2,4.2,86017.0,76109.0
2021-12-01,3.9,3.9,3.9,85857.0,76437.0
2022-01-01,4.0,4.1,3.9,87074.0,76612.0
2022-02-01,3.8,3.8,3.9,87567.0,76425.0
2022-03-01,3.6,3.6,3.6,87660.0,76749.0
